kind,pattern,phase,domain,model,lift,occurrences,doc_prevalence,cell_pass,bootstrap_ci_lo,bootstrap_ci_hi,replicated_pattern
within_sentence,<X> the <X> of <X> and,discovery,wiki,chatgpt,2.0598,15,0.1857,True,0.795,14.6749,True
within_sentence,<X> the <X> of <X> and,discovery,wiki,mistral-chat,3.0226,15,0.1857,True,1.1929,19.9979,True
within_sentence,<X> the <X> of <X> and,discovery,wiki,mpt-chat,3.6264,16,0.1857,True,1.4953,23.3061,True
within_sentence,<X> the <X> of <X> and,validation,abstracts,gpt4,3.4544,10,0.1143,True,1.0974,15.354,True
within_sentence,<X> the <X> of <X> and,validation,abstracts,llama-chat,4.9866,31,0.3714,True,2.4046,18.3525,True
within_sentence,<X> the <X> of <X> and,validation,abstracts,cohere-chat,4.4926,18,0.2143,True,1.8713,16.049,True
within_sentence,<X> the <X> of <X> and,validation,books,gpt4,1.7197,12,0.1571,True,0.6636,4.7764,True
within_sentence,<X> the <X> of <X> and,validation,books,llama-chat,2.8454,23,0.2714,True,1.3985,7.0004,True
within_sentence,<X> the <X> of <X> and,validation,books,cohere-chat,1.1354,7,0.1,False,0.4227,2.8035,True
within_sentence,<X> the <X> of <X> and,validation,news,gpt4,6.1543,10,0.1286,True,1.589,28.7818,True
within_sentence,<X> the <X> of <X> and,validation,news,llama-chat,3.8836,5,0.0714,False,0.9789,19.3011,True
within_sentence,<X> the <X> of <X> and,validation,news,cohere-chat,2.4258,2,0.0286,False,0.2874,14.6103,True
within_sentence,<X> the <X> of <X> and,validation,recipes,gpt4,0.1957,0,0.0,False,0.0755,0.6329,True
within_sentence,<X> the <X> of <X> and,validation,recipes,llama-chat,0.7046,1,0.0143,False,0.1015,4.9468,True
within_sentence,<X> the <X> of <X> and,validation,recipes,cohere-chat,0.3051,0,0.0,False,0.1182,1.0083,True
within_sentence,<X> the <X> of <X> and,validation,wiki,gpt4,2.1836,21,0.2,True,1.0088,7.8644,True
within_sentence,<X> the <X> of <X> and,validation,wiki,llama-chat,1.8492,14,0.2,True,0.7134,7.3354,True
within_sentence,<X> the <X> of <X> and,validation,wiki,cohere-chat,2.3401,13,0.1143,True,0.7599,9.2018,True
within_sentence,<X> to <X> and,discovery,abstracts,chatgpt,1.086,8,0.0857,False,,,False
within_sentence,<X> to <X> and,discovery,abstracts,mistral-chat,2.1155,17,0.1571,True,,,False
within_sentence,<X> to <X> and,discovery,abstracts,mpt-chat,3.4105,18,0.2143,True,,,False
within_sentence,<X> to <X> and,discovery,books,chatgpt,1.3676,23,0.2857,False,,,False
within_sentence,<X> to <X> and,discovery,books,mistral-chat,2.2772,43,0.3571,True,,,False
within_sentence,<X> to <X> and,discovery,books,mpt-chat,1.6515,16,0.2143,True,,,False
within_sentence,<X> to <X> and,discovery,news,chatgpt,2.9747,84,0.6143,True,,,False
within_sentence,<X> to <X> and,discovery,news,mistral-chat,2.4964,47,0.4429,True,,,False
within_sentence,<X> to <X> and,discovery,news,mpt-chat,2.2981,32,0.3429,True,,,False
within_sentence,<X> to <X> and,discovery,recipes,chatgpt,0.4536,14,0.1857,False,,,False
within_sentence,<X> to <X> and,discovery,recipes,mistral-chat,0.3074,7,0.1,False,,,False
within_sentence,<X> to <X> and,discovery,recipes,mpt-chat,0.3404,8,0.1143,False,,,False
within_sentence,<X> to <X> and,discovery,wiki,chatgpt,4.5404,102,0.7286,True,,,False
within_sentence,<X> to <X> and,discovery,wiki,mistral-chat,2.7626,42,0.4,True,,,False
within_sentence,<X> to <X> and,discovery,wiki,mpt-chat,3.1868,43,0.4429,True,,,False
within_sentence,<X> to <X> and,validation,abstracts,gpt4,1.1939,12,0.1429,False,,,False
within_sentence,<X> to <X> and,validation,abstracts,llama-chat,2.4129,52,0.4571,True,,,False
within_sentence,<X> to <X> and,validation,abstracts,cohere-chat,1.1633,16,0.1714,False,,,False
within_sentence,<X> to <X> and,validation,books,gpt4,0.9549,19,0.2429,False,,,False
within_sentence,<X> to <X> and,validation,books,llama-chat,2.1764,50,0.4714,True,,,False
within_sentence,<X> to <X> and,validation,books,cohere-chat,2.2901,42,0.4143,True,,,False
within_sentence,<X> to <X> and,validation,news,gpt4,1.3404,46,0.4571,False,,,False
within_sentence,<X> to <X> and,validation,news,llama-chat,2.1009,60,0.4857,True,,,False
within_sentence,<X> to <X> and,validation,news,cohere-chat,1.0737,22,0.2571,False,,,False
within_sentence,<X> to <X> and,validation,recipes,gpt4,0.2631,6,0.0857,False,,,False
within_sentence,<X> to <X> and,validation,recipes,llama-chat,0.4616,9,0.1,False,,,False
within_sentence,<X> to <X> and,validation,recipes,cohere-chat,0.9154,14,0.1857,False,,,False
within_sentence,<X> to <X> and,validation,wiki,gpt4,1.9019,64,0.5571,True,,,False
within_sentence,<X> to <X> and,validation,wiki,llama-chat,1.6476,44,0.4,True,,,False
within_sentence,<X> to <X> and,validation,wiki,cohere-chat,1.8871,37,0.2857,True,,,False
within_sentence,<X> to <X> and <X>,discovery,abstracts,chatgpt,1.3416,8,0.0857,False,0.4051,3.6168,True
within_sentence,<X> to <X> and <X>,discovery,abstracts,mistral-chat,2.464,16,0.1429,True,0.9395,5.9284,True
within_sentence,<X> to <X> and <X>,discovery,abstracts,mpt-chat,3.9853,17,0.2,True,1.725,9.4505,True
within_sentence,<X> to <X> and <X>,discovery,books,chatgpt,1.5451,20,0.2571,True,0.8564,2.7318,True
within_sentence,<X> to <X> and <X>,discovery,books,mistral-chat,2.339,34,0.3286,True,1.3783,4.1162,True
within_sentence,<X> to <X> and <X>,discovery,books,mpt-chat,2.0093,15,0.2,True,1.0595,3.6362,True
within_sentence,<X> to <X> and <X>,discovery,news,chatgpt,3.243,77,0.5857,True,2.0768,5.7048,True
within_sentence,<X> to <X> and <X>,discovery,news,mistral-chat,2.3427,37,0.3857,True,1.5006,3.9375,True
within_sentence,<X> to <X> and <X>,discovery,news,mpt-chat,1.9753,23,0.2714,True,1.0387,3.9734,True
within_sentence,<X> to <X> and <X>,discovery,recipes,chatgpt,0.3911,12,0.1571,False,0.1757,0.8545,True
within_sentence,<X> to <X> and <X>,discovery,recipes,mistral-chat,0.3074,7,0.1,False,0.1107,0.756,True
within_sentence,<X> to <X> and <X>,discovery,recipes,mpt-chat,0.3404,8,0.1143,False,0.1378,0.7577,True
within_sentence,<X> to <X> and <X>,discovery,wiki,chatgpt,5.2403,84,0.6571,True,3.0026,13.0299,True
within_sentence,<X> to <X> and <X>,discovery,wiki,mistral-chat,3.3216,36,0.3286,True,1.7919,8.0963,True
within_sentence,<X> to <X> and <X>,discovery,wiki,mpt-chat,3.8462,37,0.4286,True,2.0388,9.6734,True
within_sentence,<X> to <X> and <X>,validation,abstracts,gpt4,1.7624,12,0.1429,True,0.7292,4.0511,True
within_sentence,<X> to <X> and <X>,validation,abstracts,llama-chat,3.4261,50,0.4429,True,1.9491,7.3009,True
within_sentence,<X> to <X> and <X>,validation,abstracts,cohere-chat,1.3009,12,0.1429,False,0.6148,2.8237,True
within_sentence,<X> to <X> and <X>,validation,books,gpt4,0.8142,15,0.2,False,0.3991,1.5864,True
within_sentence,<X> to <X> and <X>,validation,books,llama-chat,2.1035,45,0.4286,True,1.2386,3.6385,True
within_sentence,<X> to <X> and <X>,validation,books,cohere-chat,1.9942,34,0.3286,True,1.0885,3.5715,True
within_sentence,<X> to <X> and <X>,validation,news,gpt4,1.6512,38,0.3857,True,0.9669,3.065,True
within_sentence,<X> to <X> and <X>,validation,news,llama-chat,2.7641,53,0.4571,True,1.6819,4.9141,True
within_sentence,<X> to <X> and <X>,validation,news,cohere-chat,1.1005,15,0.1857,False,0.5609,2.1099,True
within_sentence,<X> to <X> and <X>,validation,recipes,gpt4,0.2583,5,0.0714,False,0.085,0.6284,True
within_sentence,<X> to <X> and <X>,validation,recipes,llama-chat,0.4228,7,0.0714,False,0.1121,0.9561,True
within_sentence,<X> to <X> and <X>,validation,recipes,cohere-chat,0.9154,12,0.1571,False,0.379,2.3174,True
within_sentence,<X> to <X> and <X>,validation,wiki,gpt4,2.0865,52,0.4571,True,1.2014,4.5697,True
within_sentence,<X> to <X> and <X>,validation,wiki,llama-chat,2.0211,40,0.3857,True,1.0606,4.5529,True
within_sentence,<X> to <X> and <X>,validation,wiki,cohere-chat,2.0688,30,0.2286,True,0.9362,4.8775,True
within_sentence,<X> to <X> the,discovery,abstracts,chatgpt,2.1259,51,0.4714,True,,,False
within_sentence,<X> to <X> the,discovery,abstracts,mistral-chat,1.8161,46,0.5143,True,,,False
within_sentence,<X> to <X> the,discovery,abstracts,mpt-chat,1.5784,26,0.3286,True,,,False
within_sentence,<X> to <X> the,discovery,books,chatgpt,2.0044,88,0.6143,True,,,False
within_sentence,<X> to <X> the,discovery,books,mistral-chat,2.19,107,0.8,True,,,False
within_sentence,<X> to <X> the,discovery,books,mpt-chat,3.0578,78,0.6429,True,,,False
within_sentence,<X> to <X> the,discovery,news,chatgpt,1.6805,73,0.5571,True,,,False
within_sentence,<X> to <X> the,discovery,news,mistral-chat,1.8944,55,0.3857,True,,,False
within_sentence,<X> to <X> the,discovery,news,mpt-chat,1.9059,41,0.3714,True,,,False
within_sentence,<X> to <X> the,discovery,recipes,chatgpt,0.8168,60,0.6,False,,,False
within_sentence,<X> to <X> the,discovery,recipes,mistral-chat,0.2919,16,0.1857,False,,,False
within_sentence,<X> to <X> the,discovery,recipes,mpt-chat,0.4062,23,0.2714,False,,,False
within_sentence,<X> to <X> the,discovery,wiki,chatgpt,1.2262,43,0.4429,False,,,False
within_sentence,<X> to <X> the,discovery,wiki,mistral-chat,1.303,31,0.3,False,,,False
within_sentence,<X> to <X> the,discovery,wiki,mpt-chat,1.6084,34,0.3429,True,,,False
within_sentence,<X> to <X> the,validation,abstracts,gpt4,1.3734,38,0.4714,False,,,False
within_sentence,<X> to <X> the,validation,abstracts,llama-chat,1.4505,84,0.5571,False,,,False
within_sentence,<X> to <X> the,validation,abstracts,cohere-chat,1.4351,54,0.5,False,,,False
within_sentence,<X> to <X> the,validation,books,gpt4,1.0343,60,0.5286,False,,,False
within_sentence,<X> to <X> the,validation,books,llama-chat,2.5653,170,0.9143,True,,,False
within_sentence,<X> to <X> the,validation,books,cohere-chat,1.8341,97,0.6571,True,,,False
within_sentence,<X> to <X> the,validation,news,gpt4,1.5825,76,0.5143,True,,,False
within_sentence,<X> to <X> the,validation,news,llama-chat,2.0311,81,0.5857,True,,,False
within_sentence,<X> to <X> the,validation,news,cohere-chat,1.661,48,0.4429,True,,,False
within_sentence,<X> to <X> the,validation,recipes,gpt4,0.8547,41,0.4429,False,,,False
within_sentence,<X> to <X> the,validation,recipes,llama-chat,0.7788,31,0.3286,False,,,False
within_sentence,<X> to <X> the,validation,recipes,cohere-chat,0.4015,12,0.1571,False,,,False
within_sentence,<X> to <X> the,validation,wiki,gpt4,1.0994,44,0.5,False,,,False
within_sentence,<X> to <X> the,validation,wiki,llama-chat,1.0082,32,0.3571,False,,,False
within_sentence,<X> to <X> the,validation,wiki,cohere-chat,0.9487,22,0.1857,False,,,False
within_sentence,<X> to <X> the <X>,discovery,abstracts,chatgpt,2.1259,51,0.4714,True,,,False
within_sentence,<X> to <X> the <X>,discovery,abstracts,mistral-chat,1.8161,46,0.5143,True,,,False
within_sentence,<X> to <X> the <X>,discovery,abstracts,mpt-chat,1.5188,25,0.3143,True,,,False
within_sentence,<X> to <X> the <X>,discovery,books,chatgpt,2.0243,88,0.6143,True,,,False
within_sentence,<X> to <X> the <X>,discovery,books,mistral-chat,2.2118,107,0.8,True,,,False
within_sentence,<X> to <X> the <X>,discovery,books,mpt-chat,3.0882,78,0.6429,True,,,False
within_sentence,<X> to <X> the <X>,discovery,news,chatgpt,1.7159,73,0.5571,True,,,False
within_sentence,<X> to <X> the <X>,discovery,news,mistral-chat,1.9343,55,0.3857,True,,,False
within_sentence,<X> to <X> the <X>,discovery,news,mpt-chat,1.9461,41,0.3714,True,,,False
within_sentence,<X> to <X> the <X>,discovery,recipes,chatgpt,0.8168,60,0.6,False,,,False
within_sentence,<X> to <X> the <X>,discovery,recipes,mistral-chat,0.2919,16,0.1857,False,,,False
within_sentence,<X> to <X> the <X>,discovery,recipes,mpt-chat,0.4062,23,0.2714,False,,,False
within_sentence,<X> to <X> the <X>,discovery,wiki,chatgpt,1.198,42,0.4286,False,,,False
within_sentence,<X> to <X> the <X>,discovery,wiki,mistral-chat,1.303,31,0.3,False,,,False
within_sentence,<X> to <X> the <X>,discovery,wiki,mpt-chat,1.6084,34,0.3429,True,,,False
within_sentence,<X> to <X> the <X>,validation,abstracts,gpt4,1.3378,37,0.4571,False,,,False
within_sentence,<X> to <X> the <X>,validation,abstracts,llama-chat,1.4505,84,0.5571,False,,,False
within_sentence,<X> to <X> the <X>,validation,abstracts,cohere-chat,1.4351,54,0.5,False,,,False
within_sentence,<X> to <X> the <X>,validation,books,gpt4,1.0343,60,0.5286,False,,,False
within_sentence,<X> to <X> the <X>,validation,books,llama-chat,2.5653,170,0.9143,True,,,False
within_sentence,<X> to <X> the <X>,validation,books,cohere-chat,1.8341,97,0.6571,True,,,False
within_sentence,<X> to <X> the <X>,validation,news,gpt4,1.5825,76,0.5143,True,,,False
within_sentence,<X> to <X> the <X>,validation,news,llama-chat,2.0311,81,0.5857,True,,,False
within_sentence,<X> to <X> the <X>,validation,news,cohere-chat,1.6267,47,0.4429,True,,,False
within_sentence,<X> to <X> the <X>,validation,recipes,gpt4,0.8547,41,0.4429,False,,,False
within_sentence,<X> to <X> the <X>,validation,recipes,llama-chat,0.7788,31,0.3286,False,,,False
within_sentence,<X> to <X> the <X>,validation,recipes,cohere-chat,0.4015,12,0.1571,False,,,False
within_sentence,<X> to <X> the <X>,validation,wiki,gpt4,1.0994,44,0.5,False,,,False
within_sentence,<X> to <X> the <X>,validation,wiki,llama-chat,0.9772,31,0.3429,False,,,False
within_sentence,<X> to <X> the <X>,validation,wiki,cohere-chat,0.9487,22,0.1857,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,abstracts,chatgpt,4.5896,32,0.3429,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,abstracts,mistral-chat,3.2735,24,0.2857,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,abstracts,mpt-chat,3.362,16,0.2,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,books,chatgpt,2.6524,22,0.2286,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,books,mistral-chat,2.598,24,0.2857,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,books,mpt-chat,4.1565,20,0.2571,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,news,chatgpt,3.4746,23,0.2857,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,news,mistral-chat,4.3043,19,0.1286,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,news,mpt-chat,2.2274,7,0.1,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,recipes,chatgpt,0.6413,2,0.0286,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,recipes,mistral-chat,0.168,0,0.0,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,recipes,mpt-chat,0.4926,1,0.0143,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,wiki,chatgpt,1.0853,17,0.2143,False,,,False
within_sentence,<X> to <X> the <X> of,discovery,wiki,mistral-chat,1.5016,16,0.1571,True,,,False
within_sentence,<X> to <X> the <X> of,discovery,wiki,mpt-chat,1.6923,16,0.1714,True,,,False
within_sentence,<X> to <X> the <X> of,validation,abstracts,gpt4,1.9291,21,0.2857,True,,,False
within_sentence,<X> to <X> the <X> of,validation,abstracts,llama-chat,1.9212,44,0.4,True,,,False
within_sentence,<X> to <X> the <X> of,validation,abstracts,cohere-chat,2.02,30,0.3,True,,,False
within_sentence,<X> to <X> the <X> of,validation,books,gpt4,0.9139,15,0.1857,False,,,False
within_sentence,<X> to <X> the <X> of,validation,books,llama-chat,2.8281,54,0.4286,True,,,False
within_sentence,<X> to <X> the <X> of,validation,books,cohere-chat,1.2652,19,0.2286,False,,,False
within_sentence,<X> to <X> the <X> of,validation,news,gpt4,2.2859,19,0.2143,True,,,False
within_sentence,<X> to <X> the <X> of,validation,news,llama-chat,2.0477,14,0.1714,True,,,False
within_sentence,<X> to <X> the <X> of,validation,news,cohere-chat,1.6495,8,0.1143,False,,,False
within_sentence,<X> to <X> the <X> of,validation,recipes,gpt4,0.8218,3,0.0429,False,,,False
within_sentence,<X> to <X> the <X> of,validation,recipes,llama-chat,0.4228,1,0.0143,False,,,False
within_sentence,<X> to <X> the <X> of,validation,recipes,cohere-chat,1.2816,3,0.0429,False,,,False
within_sentence,<X> to <X> the <X> of,validation,wiki,gpt4,1.793,25,0.3,True,,,False
within_sentence,<X> to <X> the <X> of,validation,wiki,llama-chat,0.927,10,0.1429,False,,,False
within_sentence,<X> to <X> the <X> of,validation,wiki,cohere-chat,0.9,7,0.1,False,,,False
within_sentence,"<X> to the <X> ,",discovery,abstracts,chatgpt,0.1491,0,0.0,False,,,False
within_sentence,"<X> to the <X> ,",discovery,abstracts,mistral-chat,0.7052,2,0.0286,False,,,False
within_sentence,"<X> to the <X> ,",discovery,abstracts,mpt-chat,1.5056,3,0.0429,False,,,False
within_sentence,"<X> to the <X> ,",discovery,books,chatgpt,0.9122,12,0.1429,False,,,False
within_sentence,"<X> to the <X> ,",discovery,books,mistral-chat,0.361,5,0.0714,False,,,False
within_sentence,"<X> to the <X> ,",discovery,books,mpt-chat,0.6903,5,0.0714,False,,,False
within_sentence,"<X> to the <X> ,",discovery,news,chatgpt,1.6925,14,0.1571,True,,,False
within_sentence,"<X> to the <X> ,",discovery,news,mistral-chat,2.8753,16,0.2143,True,,,False
within_sentence,"<X> to the <X> ,",discovery,news,mpt-chat,3.1653,13,0.1571,True,,,False
within_sentence,"<X> to the <X> ,",discovery,recipes,chatgpt,1.6908,14,0.1714,True,,,False
within_sentence,"<X> to the <X> ,",discovery,recipes,mistral-chat,1.6041,10,0.1429,True,,,False
within_sentence,"<X> to the <X> ,",discovery,recipes,mpt-chat,1.5674,10,0.1143,True,,,False
within_sentence,"<X> to the <X> ,",discovery,wiki,chatgpt,1.6021,15,0.1429,True,,,False
within_sentence,"<X> to the <X> ,",discovery,wiki,mistral-chat,2.6543,17,0.1143,True,,,False
within_sentence,"<X> to the <X> ,",discovery,wiki,mpt-chat,1.6239,9,0.1143,False,,,False
within_sentence,"<X> to the <X> ,",validation,abstracts,gpt4,7.4022,2,0.0286,False,,,False
within_sentence,"<X> to the <X> ,",validation,abstracts,llama-chat,6.4113,4,0.0571,False,,,False
within_sentence,"<X> to the <X> ,",validation,abstracts,cohere-chat,5.4639,2,0.0286,False,,,False
within_sentence,"<X> to the <X> ,",validation,books,gpt4,0.7922,8,0.1143,False,,,False
within_sentence,"<X> to the <X> ,",validation,books,llama-chat,1.3534,16,0.2143,False,,,False
within_sentence,"<X> to the <X> ,",validation,books,cohere-chat,1.5896,15,0.1714,True,,,False
within_sentence,"<X> to the <X> ,",validation,news,gpt4,1.9342,16,0.2143,True,,,False
within_sentence,"<X> to the <X> ,",validation,news,llama-chat,2.6126,18,0.2286,True,,,False
within_sentence,"<X> to the <X> ,",validation,news,cohere-chat,0.097,0,0.0,False,,,False
within_sentence,"<X> to the <X> ,",validation,recipes,gpt4,0.8106,14,0.1857,False,,,False
within_sentence,"<X> to the <X> ,",validation,recipes,llama-chat,0.4362,6,0.0857,False,,,False
within_sentence,"<X> to the <X> ,",validation,recipes,cohere-chat,0.4795,5,0.0714,False,,,False
within_sentence,"<X> to the <X> ,",validation,wiki,gpt4,2.468,13,0.1429,True,,,False
within_sentence,"<X> to the <X> ,",validation,wiki,llama-chat,2.8694,12,0.1429,True,,,False
within_sentence,"<X> to the <X> ,",validation,wiki,cohere-chat,1.404,4,0.0429,False,,,False
within_sentence,a <X> and,discovery,abstracts,chatgpt,0.86,12,0.1714,False,0.3963,1.7331,True
within_sentence,a <X> and,discovery,abstracts,mistral-chat,0.8137,12,0.1714,False,0.3699,1.6394,True
within_sentence,a <X> and,discovery,abstracts,mpt-chat,0.8438,8,0.0857,False,0.2468,1.8034,True
within_sentence,a <X> and,discovery,books,chatgpt,2.9067,76,0.6286,True,2.0453,4.1314,True
within_sentence,a <X> and,discovery,books,mistral-chat,1.2133,35,0.3857,False,0.7971,1.8418,True
within_sentence,a <X> and,discovery,books,mpt-chat,1.8625,28,0.3286,True,1.179,2.8111,True
within_sentence,a <X> and,discovery,news,chatgpt,1.5224,40,0.4,True,0.9703,2.4541,True
within_sentence,a <X> and,discovery,news,mistral-chat,1.4871,26,0.2714,False,0.8424,2.5655,True
within_sentence,a <X> and,discovery,news,mpt-chat,1.6234,21,0.2429,True,0.8823,2.9552,True
within_sentence,a <X> and,discovery,recipes,chatgpt,0.3594,25,0.3,False,0.2241,0.5494,True
within_sentence,a <X> and,discovery,recipes,mistral-chat,0.434,23,0.2714,False,0.2507,0.749,True
